Version,CommitId,Fichier,ContientBogue,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,CommitsChanged,CommitsBeforeVersion
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanRenameDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,2.0,3,0.0,0.0,0.0,3,,51,8,23,15.0,5,20,,12,16.0,12.0,4,1,,0,,0.0,87,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanRenameOperation.java,False,6,1,5,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,49,6,18,11.0,5,25,,11,14.0,10.0,5,1,,0,,1.0,39,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanReplaceAnalyzer.java,False,9,2,8,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,56,7,29,20.0,9,20,,19,23.0,18.0,9,3,,1,,0.0,69,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanReplaceDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,2.0,3,0.0,0.0,0.0,3,,51,8,23,15.0,5,20,,12,16.0,12.0,4,1,,0,,0.0,87,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanReplaceOperation.java,False,9,1,8,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,59,7,27,16.0,10,25,,15,19.0,13.0,8,2,,1,,0.0,93,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanSetAnalyzer.java,False,19,3,16,0,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,77,9,48,24.0,23,20,,31,38.0,23.0,19,6,,3,,0.0,42,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanSetDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,4,4.0,3.0,4,0.0,0.0,0.0,4,,58,9,29,18.0,7,20,,15,20.0,14.0,6,1,,0,,0.0,69,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanSetOperation.java,False,10,2,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,58,8,25,11.0,10,25,,14,19.0,10.0,10,3,,1,,1.0,0,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanUnsetAnalyzer.java,False,20,3,17,0,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,78,9,49,24.0,25,20,,30,37.0,22.0,19,6,,3,,0.0,41,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanUnsetDesc.java,False,5,0,5,0,1,,,,1.0,0.0,1.0,4,4.0,3.0,4,0.0,0.0,0.0,4,,60,9,31,20.0,7,20,,15,20.0,14.0,6,1,,0,,0.0,65,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanUnsetOperation.java,False,10,2,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,58,8,25,11.0,10,25,,14,19.0,10.0,10,3,,1,,1.0,0,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanValidateAnalyzer.java,False,11,3,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,60,9,31,19.0,11,20,,21,25.0,17.0,11,2,,1,,0.0,65,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanValidateDesc.java,False,4,0,4,0,1,,,,1.0,0.0,2.0,3,3.0,2.0,3,0.0,0.0,0.0,3,,54,9,25,17.0,6,20,,14,18.0,14.0,4,1,,0,,0.0,80,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterResourcePlanValidateOperation.java,False,7,0,7,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,54,5,24,14.0,7,25,,14,18.0,13.0,6,2,,1,,1.0,4,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterSchemaVersionEvent.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,3,3.0,2.0,3,0.0,0.0,0.0,3,,46,6,23,14.0,5,17,,11,15.0,10.0,5,1,,0,,0.0,74,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAddColumnsAnalyzer.java,False,11,1,10,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,64,7,37,25.0,11,20,,24,29.0,22.0,10,3,,1,,0.0,54,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAddColumnsDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,4,4.0,1.0,4,0.0,0.0,0.0,4,,62,9,32,22.0,6,21,,18,23.0,18.0,5,1,,0,,0.0,66,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAddColumnsOperation.java,False,15,2,13,1,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,69,8,40,20.0,17,21,,24,33.0,21.0,16,6,,4,,0.0,53,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAddConstraintAnalyzer.java,False,22,2,19,1,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,93,8,63,37.0,29,22,,43,48.0,33.0,23,6,,1,,0.0,35,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAddConstraintDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,46,5,21,16.0,3,20,,12,15.0,13.0,2,1,,0,,0.0,95,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAddConstraintOperation.java,False,18,0,16,2,4,,,,1.0,1.0,0.0,3,2.0,0.0,3,0.0,0.0,0.0,3,,92,6,60,17.0,30,26,,26,40.0,16.0,25,10,,4,,0.0,43,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAddPartitionAnalyzer.java,False,17,1,14,2,3,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,3.0,1,,116,10,80,37.0,37,29,,40,54.0,31.0,26,9,,4,,0.0,36,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAddPartitionDesc.java,False,5,0,4,0,1,,,,2.0,0.0,1.0,30,30.0,19.0,30,0.0,0.0,0.0,30,,244,38,172,90.0,50,36,,78,112.0,64.0,48,2,,1,,0.0,21,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAddPartitionOperation.java,False,19,1,17,2,4,,,,1.0,0.0,0.0,10,10.0,0.0,10,0.0,8.0,0.0,2,,250,22,194,61.0,113,35,,89,136.0,62.0,93,14,,3,,0.0,18,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAlterPartitionAnalyzer.java,False,18,3,15,1,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,80,10,49,31.0,19,21,,32,40.0,29.0,18,6,,2,,0.0,43,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAlterPartitionDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,8,8.0,2.0,8,0.0,0.0,0.0,8,,74,12,41,24.0,9,22,,16,25.0,17.0,8,1,,0,,0.0,54,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAlterPartitionOperation.java,False,12,1,10,1,2,,,,1.0,0.0,0.0,7,7.0,0.0,7,0.0,5.0,0.0,2,,134,16,93,41.0,46,25,,51,71.0,42.0,38,5,,3,,0.0,27,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableAnalyzerCategory.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,1,1.0,0.0,1,0.0,0.0,0.0,1,,36,3,12,9.0,1,21,,6,8.0,7.0,1,1,,0,,1.0,75,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableArchiveAnalyzer.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,1.0,2,,49,6,23,16.0,3,20,,12,16.0,13.0,3,1,,0,,0.0,87,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableArchiveDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,3,3.0,2.0,3,0.0,0.0,0.0,3,,49,7,22,14.0,4,20,,11,15.0,11.0,4,1,,0,,0.0,91,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableArchiveOperation.java,False,19,2,14,3,3,,,,1.0,0.0,0.0,13,13.0,0.0,13,0.0,11.0,0.0,2,,317,40,214,76.0,128,63,,106,150.0,68.0,107,6,,3,,0.0,29,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableArchiveUtils.java,False,11,0,8,3,2,,,,1.0,6.0,1.0,7,1.0,0.0,7,6.0,1.0,0.0,0,,122,13,71,30.0,36,38,,38,52.0,30.0,29,4,,1,,0.0,54,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableChangeColumnAnalyzer.java,False,39,3,35,1,7,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,1.0,1.0,1,,173,15,134,55.0,87,24,,85,97.0,51.0,54,10,,2,,0.0,18,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableChangeColumnDesc.java,False,5,0,5,0,1,,,,1.0,0.0,1.0,8,8.0,6.0,8,0.0,0.0,0.0,8,,92,13,59,36.0,15,20,,30,39.0,25.0,14,1,,0,,0.0,34,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableChangeColumnOperation.java,False,34,4,29,1,8,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,110,13,76,31.0,42,21,,45,61.0,30.0,38,15,,3,,0.0,28,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableClusterSortAnalyzer.java,False,20,2,19,0,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,84,8,56,27.0,27,20,,36,42.0,24.0,21,6,,2,,0.0,36,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableClusteredByDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,7,6.0,3.0,6,0.0,0.0,0.0,6,,79,11,47,29.0,12,21,,25,32.0,23.0,9,1,,0,,0.0,45,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableClusteredByOperation.java,False,9,1,8,1,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,53,6,26,15.0,9,21,,17,21.0,14.0,9,2,,1,,0.0,81,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableCompactAnalyzer.java,False,19,1,18,0,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,79,7,52,26.0,26,20,,34,40.0,24.0,19,6,,2,,0.0,38,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableCompactDesc.java,False,5,0,5,0,1,,,,1.0,0.0,0.0,10,10.0,7.0,10,0.0,0.0,0.0,10,,101,14,66,39.0,16,21,,32,43.0,27.0,16,1,,0,,0.0,32,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableCompactOperation.java,False,20,1,18,1,4,,,,1.0,0.0,0.0,5,5.0,0.0,5,0.0,3.0,0.0,2,,154,16,113,41.0,67,26,,63,84.0,40.0,54,7,,3,,0.0,23,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableConcatenateAnalyzer.java,False,18,2,15,1,3,,,,1.0,0.0,0.0,9,9.0,0.0,9,0.0,7.0,1.0,1,,238,32,180,101.0,87,26,,102,126.0,79.0,72,6,,3,,0.0,14,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableConcatenateDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,7,7.0,7.0,7,0.0,0.0,0.0,7,,86,11,54,32.0,14,21,,34,42.0,28.0,14,1,,0,,0.0,39,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableConcatenateOperation.java,False,13,1,11,0,2,,,,1.0,0.0,0.0,6,6.0,0.0,6,0.0,4.0,0.0,2,,135,18,95,56.0,51,22,,71,80.0,52.0,47,4,,1,,0.0,23,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableDropConstraintAnalyzer.java,False,12,1,11,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,68,7,41,28.0,14,20,,29,33.0,25.0,12,2,,1,,0.0,49,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableDropConstraintDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,9,9.0,4.0,9,0.0,0.0,0.0,9,,85,14,51,30.0,12,20,,24,34.0,23.0,11,1,,0,,0.0,39,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableDropConstraintOperation.java,False,11,1,9,1,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,54,6,26,10.0,11,22,,12,17.0,9.0,8,3,,1,,0.0,85,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableDropPartitionAnalyzer.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,44,4,20,15.0,2,20,,12,15.0,13.0,2,1,,0,,1.0,0,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableDropPartitionDesc.java,False,5,0,4,0,1,,,,2.0,0.0,2.0,14,14.0,9.0,14,0.0,0.0,0.0,14,,140,23,89,48.0,27,28,,46,66.0,43.0,24,4,,2,,0.0,31,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableDropPartitionOperation.java,False,27,3,21,4,5,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,2.0,0.0,2,,158,17,105,42.0,56,36,,52,77.0,42.0,44,10,,5,,0.0,34,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableEvent.java,False,13,2,11,0,3,,,,1.0,0.0,1.0,6,6.0,1.0,6,0.0,4.0,0.0,2,,133,25,87,50.0,48,21,,59,71.0,48.0,40,6,,2,,0.0,24,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableExchangePartitionAnalyzer.java,False,24,3,16,5,4,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,1.0,1.0,1,,125,15,74,40.0,33,36,,46,58.0,36.0,29,6,,2,,0.0,49,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableExchangePartitionsDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,4,4.0,3.0,4,0.0,0.0,0.0,4,,56,8,28,17.0,6,20,,15,20.0,14.0,6,1,,0,,0.0,71,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableExchangePartitionsOperation.java,False,12,2,10,1,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,62,9,32,20.0,13,21,,20,25.0,19.0,10,2,,1,,0.0,66,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableExecuteAnalyzer.java,False,21,2,18,2,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,98,10,65,46.0,25,23,,47,53.0,41.0,20,6,,2,,0.0,35,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableExecuteDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,4,4.0,1.0,4,0.0,0.0,0.0,4,,58,8,30,20.0,6,20,,16,21.0,16.0,5,1,,0,,0.0,67,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableExecuteOperation.java,False,5,0,5,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,40,5,15,9.0,4,20,,8,11.0,8.0,4,1,,0,,1.0,33,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableExecuteSpec.java,False,3,0,3,0,1,,,,5.0,0.0,0.0,11,15.0,9.0,15,0.0,0.0,0.0,15,,119,20,60,29.0,15,39,,20,36.0,23.0,13,1,,0,,0.0,65,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableHandler.java,False,15,1,11,2,2,,,,6.0,0.0,0.0,12,14.0,8.0,14,7.0,3.0,0.0,4,,255,31,178,59.0,96,46,,83,115.0,43.0,80,12,,3,,0.0,26,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableIntoBucketsAnalyzer.java,False,10,2,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,64,8,36,25.0,10,20,,25,29.0,22.0,10,2,,1,,0.0,56,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableIntoBucketsDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,54,8,26,18.0,5,20,,14,18.0,14.0,4,1,,0,,0.0,77,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableIntoBucketsOperation.java,False,9,0,9,0,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,49,4,25,10.0,9,20,,11,17.0,9.0,8,4,,2,,0.0,80,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableMessage.java,False,4,0,4,0,2,,,,1.0,0.0,0.0,5,5.0,0.0,5,0.0,0.0,1.0,4,,45,6,18,12.0,3,21,,9,13.0,9.0,4,2,,1,,1.0,17,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableNotClusteredDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,45,6,19,14.0,3,20,,11,14.0,12.0,2,1,,0,,1.0,5,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableNotClusteredOperation.java,False,5,0,5,1,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,46,5,21,14.0,5,21,,14,17.0,13.0,5,1,,0,,1.0,0,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableNotSkewedDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,43,5,18,13.0,3,20,,10,13.0,11.0,2,1,,0,,1.0,11,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableNotSkewedOperation.java,False,8,1,6,1,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,51,6,23,13.0,6,22,,14,18.0,12.0,6,2,,1,,0.0,96,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableNotSortedDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,45,6,19,14.0,3,20,,11,14.0,12.0,2,1,,0,,1.0,5,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableNotSortedOperation.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,44,5,19,14.0,3,20,,12,15.0,13.0,3,1,,0,,1.0,5,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableRenameAnalyzer.java,False,3,0,3,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,38,4,14,9.0,2,20,,7,10.0,8.0,2,1,,0,,1.0,43,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableRenameDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,53,7,26,18.0,5,20,,14,18.0,14.0,4,1,,0,,0.0,77,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableRenameOperation.java,False,6,0,5,0,1,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,1.0,2,,53,6,27,16.0,7,20,,15,20.0,14.0,7,2,,1,,0.0,74,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableRenamePartitionAnalyzer.java,False,18,3,15,0,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,85,11,54,35.0,22,20,,37,42.0,30.0,18,4,,1,,0.0,37,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableRenamePartitionDesc.java,False,5,0,4,1,1,,,,1.0,0.0,1.0,9,9.0,5.0,9,0.0,0.0,0.0,9,,96,15,57,35.0,13,25,,28,38.0,26.0,12,1,,0,,0.0,44,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableRenamePartitionOperation.java,False,22,4,17,2,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,87,13,51,30.0,25,23,,36,42.0,28.0,23,4,,1,,0.0,45,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableReplaceColumnsAnalyzer.java,False,11,1,10,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,64,7,37,25.0,11,20,,24,29.0,22.0,10,3,,1,,0.0,54,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableReplaceColumnsDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,4,4.0,1.0,4,0.0,0.0,0.0,4,,61,8,32,22.0,6,21,,18,23.0,18.0,5,1,,0,,0.0,66,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableReplaceColumnsOperation.java,False,18,2,15,1,4,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,86,11,53,31.0,24,22,,33,41.0,28.0,20,6,,2,,0.0,42,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableReplicationTask.java,False,12,0,12,0,1,,,,1.0,0.0,0.0,4,4.0,1.0,4,0.0,0.0,0.0,4,,85,8,59,20.0,38,19,,23,28.0,20.0,12,1,,0,,0.0,32,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableRequest.java,False,13,1,12,1,4,,,,6.0,4.0,16.0,80,78.0,21.0,82,1.0,3.0,0.0,78,,1266,141,1091,185.0,713,61,,481,746.0,154.0,631,30,,4,,0.0,6,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableResponse.java,False,5,0,5,0,1,,,,6.0,4.0,5.0,31,29.0,2.0,33,1.0,3.0,0.0,29,,260,50,187,70.0,77,23,,64,117.0,55.0,69,3,,2,,0.0,12,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetFileFormatAnalyzer.java,False,9,1,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,59,6,33,23.0,10,20,,21,25.0,19.0,9,2,,1,,0.0,61,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetFileFormatDesc.java,False,5,0,5,0,1,,,,1.0,0.0,1.0,5,5.0,3.0,5,0.0,0.0,0.0,5,,68,10,38,24.0,9,20,,20,26.0,18.0,8,1,,0,,0.0,53,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetFileFormatOperation.java,False,10,1,9,1,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,55,5,29,15.0,10,21,,16,21.0,14.0,8,3,,1,,0.0,72,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetLocationAnalyzer.java,False,14,1,12,1,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,73,7,44,27.0,15,22,,28,33.0,24.0,12,4,,1,,0.0,50,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetLocationDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,54,8,26,18.0,5,20,,14,18.0,14.0,4,1,,0,,0.0,77,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetLocationOperation.java,False,10,1,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,58,6,32,19.0,11,20,,20,25.0,18.0,10,3,,2,,0.0,63,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetOwnerAnalyzer.java,False,12,3,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,66,10,36,23.0,10,20,,23,28.0,20.0,10,3,,1,,0.0,56,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetOwnerDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,52,7,25,17.0,5,20,,14,18.0,14.0,4,1,,0,,0.0,80,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetOwnerOperation.java,False,5,0,5,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,42,4,18,10.0,4,20,,9,13.0,9.0,4,2,,1,,1.0,11,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetPartitionSpecAnalyzer.java,False,11,1,10,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,71,10,41,29.0,11,20,,27,31.0,25.0,9,2,,1,,0.0,49,2,94
2.2.0,bd94a9c7ecf32662d59734d70d76bc187febf05d,AlterTableSetPartitionSpecDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,41,6,18,13.0,2,17,,10,13.0,11.0,2,1,,0,,0.0,94,2,94
